start	end	text
2857860	2858860	Wat is dat?
2858860	2859860	En ik hoor even...
2859860	2860860	Een...
2860860	2861860	Een...
2861860	2862860	Een...
2862860	2863860	Een...
2863860	2864860	Een...
2864860	2865860	Een...
2865860	2866860	Een...
2866860	2867400	Ze...
2867620	2867860	Een...
2867860	2869860	En...
2869860	2870860	Een...
2870860	2871860	Een...
2871860	2879800	Omdat er een soort van stil zijn, maar niet zo echt van later, maar het voelde alweer die nou weer liefde in jou.
2882800	2887800	Ja, we moeten gewoon even opleggen, maar het is een soort van goed aansleefd.
2889180	2894300	Omdat het normaal is gaat, en het is pas de doorzitter ook nog.
2894300	2904040	Nou ja, het is een van alles wat we hebben gedaan.
2904040	2911940	Ik wil eigenlijk even kijken voor de laatste stappen, dat is mijn verlissing, dat is een aanslaafdra,
2911940	2931680	en dat is wel een groot spiegel ook al voor je, workplace, ja, iets van, ik denk dat het van een soort draaistoeltje wil, ik denk dat dat heel veel elektrische draaistoeltjes.
2931680	2940260	De draaistoeltjes, oh ja, ja, maar had je niet ooit, ik bedoel, van de laaggezettende draaistoeltjes?
2940260	2957420	Ja, maar ik denk dat een draaistoel is in de zin wat praktisch, want je hebt niet veel ruimte, en als je een, als je een echte stoel hebt, dan kan je wat meer,
2957420	2966120	je kan mensen, die iemand kan gaan zitten, en naar links en rechts kijken, en misschien nog voor de spiegel, dat is gewoon in het kader van ruimte meer.
2966120	2976120	Dat is ook inderdaad, ja, en ik vind het ook heel lekker, zeker wel, het is een soort van spiel, het gevoel, ook,
2976120	2984120	dan draaistoeltjes van, ja, en het is ook praktisch met werk, van, dat willen we laten zien, dat het even aan de zijkant is,
2984120	2986120	Ja.
2986120	2987120	Ja.
2987120	2988120	Ja.
2988120	2989120	Ja.
2989120	2990120	Ja.
2990120	2991120	Ja.
2991120	2992120	Ja.
2992120	2993120	Ja.
2993120	3002120	Ja, dat is zo, eh, handig, maar ja, het is echt, ik en ik voel gewoon wel, ja, zo die tijdstuk van, eh,
3002120	3011120	en, eh, deze maand, ik had wel gekeken, wanneer moet ik WD aan gaan vragen, enzo,
3011120	3012120	Ja.
3012120	3023120	Eh, maar dat is nu nog niet, dus dat is in iets van 1 mei, dat moet ik dat doen, en, eh, maar ik zie echt gewoon
3023120	3031120	niet, nee, dat is wel een beetje jammer, van lucht.
3031120	3032120	Nee.
3032120	3040120	Dus, ja, dus vind ik wel een lot sterk, maar ja, misschien is dat echt wel maar een...
3040120	3048120	Ja, maar dan wordt het, eh, van die, dat ik met het, eh, ROC, dat ze zo, ja, gestoord was.
3048120	3050120	Ja, dat is wel mooi.
3050120	3055120	Ja, ja, ik weet niet, af te laat te zien, denk ik, ik weet zelfs dat ik die vakkakuur al hoorde al,
3055120	3060120	dan was het echt niets van mij, ik deed zo'n half, acht, acht, acht en dan,
3060120	3066120	en dan al in het stressmodus van, eh, alles klaar zetten, die examen,
3066120	3071120	het staat in welke vakkenblad, maar je kan nu echte servicier en dan het spouten doen.
3071120	3077120	En dan, eh, die Tom Zalwacht al daar, allemaal problemen gaan om, je hoortje tot 9 uur,
3077120	3082120	van dingen die niet goed staan, of niet goed vergaan zijn, of whatever,
3082120	3085120	ik denk, nou, dat is niet niks van mij mogelijk, toch?
3085120	3087120	Ik heb wel gewoon rustig.
3087120	3089120	Kunnen we starten zo ver?
3089120	3091120	Eh, nee.
3091120	3092120	Nee.
3092120	3098120	Het is er achteraf gezien, denk ik, ja, ook al, wat het wel qua uren goed geweest,
3098120	3100120	vind ik het helemaal niet aantrekkelijk vinden.
3100120	3101120	Nee.
3101120	3102120	Nee.
3102120	3103120	Nee.
3103120	3104120	Nee.
3104120	3107120	Maar, ja, ik zit ook al naar hele andere dingen te kijken.
3107120	3114120	Ik denk wel gewoon naar, cijf je winkel of je memorie, ja, of, deze gewoon totaal,
3114120	3119120	totaal buiten, buiten, buiten, buiten de box.
3119120	3127940	Ja, maar weet je wel, als je een leven anders wilt leden, moet je ook andere incolliënt gaan zoeken.
3128200	3137660	Maar je hebt ook al een brede ervaring, wat je werkt, ooit bij de bouwling, jaren lang bij de bouwling gewerkt.
3137660	3157160	En je was bij die opleiding, ooit bij ROC gewerkt, je was bij personeelzaken van HMC en je was ook nog managementsassistent geweest met groen, beter groen, gezond in De Haag.
3157160	3169380	En je was bij TDC, TDAH, officieel winkelsupport medewerker, of milkswinkelsupport, enzo, een coördinaal winkelcoördinator.
3170380	3175260	Dus dit was, ja, die heb heel veel verschillende ervaringen gehad.
3176940	3186380	Ja, ik heb wel wat, maar ik ben natuurlijk ook wel nog geen centen meer, dus ik denk dat het wel ook is, dat je dan natuurlijk ook...
3187160	3190000	Heet jy het, die is net wat er vandaan is, die is daarom?
3190340	3197240	Ja, maar vervur nog, ek werk nog altijd in de ICT, ek was altijd, ek volgde in een bepaalde soort van lijn.
3198160	3206160	Het is niet dat ik, ek ben al jaren in, zeg maar, in soort van functioneel beheer, maar jy doen, jy heb een brede...
3206160	3218220	Wat heeft onderwijs, en examens, en wat jy ooit heb gedaan, waar is dat gerelateerd aan bij TDAH winkelcoördinator?
3218480	3223380	Wat heeft, qua werkzaamheden, is totaal andere sektor ook?
3223380	3234380	Nee, maar het maakt ook niet zoveel uit. Het gaat ook om dat je moet coördineren, organiseren, regelen, ehm, dat je verantwoordelijkheid volgt,
3234380	3238380	om dingen op te pakken, dat je ook anders kan werken.
3238380	3246380	Ja, dus Stefan wel, weet je, je zit in al die sectoren, en dan kan je wel zien van het eeuw,
3246380	3254380	je moet daar gedaan, hier is het niet het steltje te zijn, en anders zou je heel moeilijk ergens dat je het net te kunnen vinden,
3254380	3257380	want je had iemand echt al in een onderwijs geweld moeten hebben, ofzo.
3257380	3262380	Het is wel misschien handig, maar je hoeft niet, hoor.
3262380	3269380	Het is meer dat je, ehm, ja, gewoon een beetje weet hoe dat soort dingen werken.
3269380	3274380	En, ehm, naja, dat.
3274380	3283380	Maar, ja, het is meer dat ik denk van, ehm, die vakken die je leest.
3283380	3293380	Ik vind het zo gewoon, dat ik, ehm, ik vind het echt wel denk van, dit is niet gewoon echt,
3293380	3297380	van die hele stad, dat je gewoon stelt van een doel voor.
3297380	3302380	Dus ja, dat is eigenlijk gewoon wel, het leuk vind.
3302380	3307380	Het is een ingewikkeld stad, dus je denkt van, nee, dan ben je het normaal, maar,
3307380	3314380	en dan, in de helftende week, deze ben je dan toch weer iets anders.
3314380	3315380	Ja.
3315380	3316380	Ja.
3316380	3321380	En toen was ik, ehm, ook met Caroline, die is het ook gaan doen.
3321380	3325380	Toen was ik ook nog even aan de restructuur, hè.
3325380	3327380	Ja, het klinkt me als, ehm.
3327380	3329380	Ja, dat klinkt me als, ehm.
3329380	3330380	Ja.
3330380	3332380	Ja, het klinkt me als, ehm.
3332380	3333380	Ja.
3333380	3334380	Ja.
3334380	3338380	En je hebt toch nog die, eh, Isabel, wat open is, wat, wat, wat, met haar stichting,
3338380	3339380	wat nu hard loopt.
3339380	3343380	En je kunt, of weet je wat, in een stichting, ehm,
3343380	3346380	een stichting, je kan mensen in dienst neem bij een stichting.
3346380	3350380	Je kan personeel aanneem voor een salaris, maar diegene die het stichting staart vindt.
3350380	3353380	Dus Isabel mag herself niets aan verdienen.
3353380	3358380	En die mag ook niet, ehm, ook niet via kickbacks, en, enzovoorts met, ehm,
3358380	3360380	enzovoorts met, ehm, enzovoorts, dit is legaal.
3360380	3363380	Maar, je kan wel mensen in dienst neem, bij voorbeeld.
3363380	3365380	Oké, het is niet dat je wil.
3365380	3368380	Maar, weetens, het gaat om het principe van de bedrijfstaten.
3368380	3372380	Ah, hallo, dit is vroeg niet wat je zegt. Isabel kan gaan bezalen.
3372380	3376380	Als je een stichting hebt, kan je wel gaan laten bezalen.
3376380	3377380	Oké, nou ja.
3377380	3380380	Hoe is dat dan als je geld moet verdienen, als je dan een stichting moet?
3380380	3384380	Ja, die theorie is, die theorie is, die stichting is, gaat voor goede doelen.
3384380	3386380	En, die theorie is dat de stichting...
3386380	3389380	Ja, maar twee jaar is ook een stichting.
3389380	3393380	Ja, maar je mag geen, een stichting mag niet winst nabejagen.
3393380	3398380	Maar dat is dus anders. Winst, nou ja, of je zelf niet uit, die houdt allemaal dingen door elkaar.
3398380	3403380	Je mag gewoon in een stichting, mag je jezelf gewoon uitdalen.
3403380	3407380	En je mag het dan, ehm, vanavondig krijgen hoor.
3407380	3409380	En er staat niemand in stichting in die stichting aan.
3409380	3410380	Ja.
3410380	3413380	Dus je mag het gewoon personeel aanmelen.
3413380	3414380	Ja.
3414380	3419380	Nou, oké, nee, correctie. Ja, goed dat je het zegt, maar, ehm, ja.
3419380	3420380	Ja.
3420380	3421380	Ja.
3421380	3422380	Ja.
3422380	3423380	Ja.
3423380	3426380	Ja, je zei, je zei, ik had ook gewoon een bepaalde voor de dingen die we in het verleden niet,
3426380	3427380	maar nu wel.
3427380	3428380	Ja.
3428380	3431380	Voor de eeuwen die zij daar, zeg maar, aan de steek.
3431380	3432380	Ja.
3432380	3433380	Ja.
3433380	3434380	Dus, ja.
3434380	3438380	Maar, ik wil nu zien mijn ideeën in de stichting doen hoor.
3438380	3440380	Maar, ehm, ja.
3440380	3442380	Wel, dan.
3442380	3444380	Zoals te kijken naar.
3444380	3448380	Waar gaat de stichting in de winkel en de combinatie, weet ik.
3448380	3450380	zo'n groot stad.
3450380	3451380	Ja.
3451380	3455380	Aan de andere kant, denk ik, ja, het is een groot stad.
3455380	3461380	Maar, hij is wel, heel meer aan de kant van het lager, als het gaat om neren.
3461380	3465380	Dan, als ik het hard doe, en hier, thuis.
3465380	3469380	En, ik kan het hier thuis ook doen, dus het gaat niet in de plek.
3469380	3470380	Ja.
3470380	3473380	Maar, het gaat om de bereikbaarheid.
3473380	3476380	En als de bereikbaarheid is zo, zo in de normale grover.
3476380	3479380	Als je een lingua hebt.
3479380	3483380	Dus, ik denk dat het een jaar, dat je moet verlaten.
3483380	3486380	Dus, je komt het niet te kant.
3486380	3487380	Ja.
3487380	3490380	Als je dan, je kan nu de film aan het doen.
3490380	3493380	Dus, stel dat die ww, ja.
3493380	3494380	Stel dat je zegt, oké.
3494380	3497380	Je mag, een half jaar, weet ik wel.
3497380	3499380	Aan grovering van.
3499380	3500380	Ja.
3500380	3502380	Goed, ww.
3502380	3503380	Ja.
3503380	3504380	Ja.
3504380	3506380	Dan denk ik echt, dat ik dacht, ja.
3506380	3510380	Maar, wanneer zou ik dan niet gewoon, dat hele bouw doen?
3510380	3513380	Gewoon wel, met een winkel erbij.
3513380	3514380	Ja.
3514380	3515380	Ja.
3515380	3519380	Ja, dan ben ik gewoon volledig, maar jammer dat die winkel, eh.
3519380	3523380	Waar het, eh, dat het, eh, gevoel was.
3523380	3525380	Dat jij op je ogen had gehad.
3525380	3528380	Nee, ja, maar, ik bedoel, daar gaat het niet om.
3528380	3529380	Ik doe het niet veel van.
3529380	3532380	Ik heb er nog heel veel mee.
3532380	3535380	Nou ja, misschien niet weten, misschien wel.
3535380	3540380	Maar, het gaat meer om, je voelt al heel wat anders dan.
3540380	3541380	Ja.
3541380	3544380	Het gaat meer om, van, ja, wat wil ik?
3544380	3545380	Weet je wel?
3545380	3549380	Van, wat is de wijsheid in deze fraadheid?
3549380	3550380	Ja.
3550380	3554380	Dat, dat is meer waar ik mee weet, en in mijn hoofd.
3554380	3555380	Ja, even.
3555380	3556380	Het is, eh...
3556380	3557380	Ehm.
3557380	3558380	Ja.
3558380	3559380	Even.
3559380	3560380	Het is, eh...
3560380	3561380	Ik bedoel.
3561380	3562380	Ik bedoel.
3562380	3563380	Ik bedoel.
3563380	3564380	Ik bedoel.
3564380	3565380	Ik bedoel.
3565380	3566380	Ik bedoel, ja.
3566380	3567380	Ik bedoel.
3567380	3568380	Ik bedoel.
3568380	3570380	Ja, en dan had ik nog wel niets om.
3570380	3572380	Dan denk je, hoe je er alleen maar syriaar is.
3574380	3575380	Nou, nee.
3575380	3576380	Wat heb je er te doen?
3576380	3577380	Oké, nee.
3577380	3578380	Verklaar.
3578380	3580380	Een syriaar is, je, jij, jij.
3580380	3581380	Oké, vertel.
3581380	3582380	Hoe die uit Syria komt.
3582380	3583380	Ja.
3583380	3584380	Ja.
3584380	3586380	En die mensen, ja.
3586380	3590380	Die beginnen gewoon met winkels en ondernemen.
3590380	3592380	Die komen nu op vluchteling.
3592380	3596380	Toen heb ik daar in een geval, weet ik zo, drie jaar of zo, vijf jaar.
3596380	3602380	en, ehm, willen we gewoon hun eigen monee nemen.
3602380	3605380	Dus die doen, die zijn gewend iets op monee maakt.
3605380	3606380	Ja, want dit is, en dit...
3606380	3608380	Laat het zo'n groot ding weten.
3608380	3614380	Nou, weet u waarom, daar is een reden waarom, waarom mensen daar makkelijker onderneemt.
3614380	3621380	Is omdat daar, ehm, economie is meer gebast, is daar, er zijn minder formele werkgelegenheden mee.
3621380	3629380	Er zijn weinig, die enige vaste banen zijn meestal mensen die bij een telecombedrijf werken of bij overheden.
3629380	3633380	En, voor die rest, heb je, heb je, heb je vaak ondernemers.
3633380	3634380	Heb je die moe...
3634380	3635380	Dat weet ik niet veel.
3635380	3636380	Ik denk echt, om...
3636380	3640380	Dat soort langer, dat is mij zo bekend, vind ik al wel.
3640380	3645380	Maar, het gaat erom, dat het een bepaalde, ook mentaliteit is.
3645380	3652380	Ik noem het even als voorbeeld, de syrische mentaliteit van, weet je wel, gewoon doen.
3652380	3657380	En, ehm, hier gaan we gelijk heel erg nadenken.
3657380	3659380	Ja, maar wat al?
3659380	3661380	We gaan het heel moeilijk maken.
3661380	3664380	Terwijl ik denk, ja, is het nou echt...
3664380	3671380	Je moet aanreken, je moet een belastingdeling, je moet andere afvoeringen, je moet het liefst niet in het probleem komen.
3671380	3674380	Ja, dat snap ik allemaal.
3674380	3677380	En aan de andere kant denk ik ook, ja, maar ja.
3677380	3688380	Weet je, het goede deen die, die dat doet, die het wel doet, ehm, die weet ook gewoon hoe het is.
3688380	3689380	Ja, want, ehm...
3689380	3694380	Ja, ik kan wel omhoog, allemaal dingen bedenken, maar ja, ik heb het niet gedaan, dus dat weet je niet.
3694380	3703380	Ja, maar heel even ter informatie, ehm, als ik heb je al gedaan over ondernemerschap en mijn jeugd ervaren, Zuid-Afrika,
3703380	3706380	Hindoestanen zijn ondernemers.
3706380	3712380	Hindoestanen werken nooit, die werken niet voor hun, voor hun baas.
3712380	3713380	Nee.
3713380	3724380	En toch, en ze waren, ze waren, in die apartheidstijd, ze waren van die meest welvarende groep, ehm, in hun eigen, in hun eigen omgeving.
3724380	3725380	Ja.
3725380	3733380	Dikke Mercedes, grote huizen, echt, renditte, en dat ook nog in die apart, in die apartheidstijd.
3733380	3741380	ehm, en die ANC-regime heeft een pesthekel aan, ehm, aan die, ehm, Hindustanen.
3741380	3745380	Eerst is het blanke, tweede is het nu Hindustanen.
3745380	3754380	Nee, maar, los ben je daarvan, ehm, is het gewoon iets, ja.
3754380	3765380	Want ik denk, ja, ehm, het heeft te maken met, hoe zit je in, in het proces, weet je, hoe bekijk je dingen, hoe benader je dingen.
3765380	3766380	Ja.
3766380	3775380	En als er allerlei dingen roept, gebeurt er, waardoor je, ehm, wat perking is niet ofzo, dus waardoor je denkt, oh ja maar, ja maar, ja maar.
3775380	3776380	Ja.
3776380	3777380	Dikke?
3777380	3779380	Dat vind ik heel handig.
3779380	3788380	En, ja, wat natuurlijk ook een beetje is, ik vind het een lange stel, als je dat weer op mijn huid gaat oefen, ja.
3788380	3798380	Ja, gij toch iets anders hoort, waai, dan, als je het, of een confessionele werkplek zou doen, ja.
3798380	3805380	Ok, weet jy wat ek, wat ek net sit te denken, in plaats van net gewoon doen, het is, ja, eh, eerstens, niems, had ek, eh,
3805380	3813380	had gewoon een winkel gestaat, sy het nooit een winkel gehad, en, ok, dit is, eh, Michiel was die, was die sponsor geweest,
3813380	3819380	en sy kon haar ding doen, en eventueel was dit een enorme financiële, eh, last geworden.
3819380	3826380	Laten we dit even buiten beschouwing neem, maar sy, sy was daar gewoon ingesprongen geweest, net zonder ervaring.
3826380	3828380	Ja.
3828380	3837380	En, eh, misschien kan jy, gewoon in Piet Heinstraat, of Jan Hendrik, of, of in, eh, langslopen by van die ondernemers,
3837380	3844380	en, neem, en, vraag of jy, of jy iemand, by een winkel wat onlang was geopend, of afgelopen jaar, of so,
3844380	3850380	wat, jy wil, jy wil graag een winkel starten, nie vertel wat jy wil doen, het kan by een tabakzaak sy,
3850380	3857380	het kan by een, weet te veel, een eetzaak sy staan, had jy voor je een ervaring, had jy daar voor een bedrijf gehad,
3857380	3861380	wat was jou, eh, of was jy gewoon begonnen, wat was jou proces,
3861380	3872380	dat soort van info, dan, eh, niet, niet om jou te ontmoedigen, maar meer om jou te, te sterk in jou,
3872380	3878380	in dit idee van, oké, jy gaat er gewoon aan beginnen, met de winkel.
3878380	3880380	Ja, ja.
3880380	3886380	Het is, want het is best wel, het is best wel een soort van grote stap, en die heb, eh,
3886380	3894380	de meeste mensen doet dit met een partner, die heeft een, die heeft een vriend, die heeft een, eh, die heeft een, dat soort van dingen, dus.
3894380	3899380	Hoe zou je het bouwen, het zegt lijn als wij, maar het is ook wel een beteld in de gedachte,
3899380	3902380	zijn heel veel mensen die alleen zijn die dat ook niet?
3902380	3906380	Ja, er zijn veel mensen die het alleen zijn, maar ik heb, ik heb geluisterd naar,
3906380	3911380	als ik nu ook technisch mag zijn, daar meer dan 2.500, of misschien 3.000 interviews,
3911380	3918380	echt een goddeloze veelheid, 2 interviews per dag, 3, 4 jaar lang, elke dag.
3918380	3927380	En, wat mij daaruit blijkt, dat 999,99% heeft een partner, iemand wat actief meedenken,
3927380	3930380	oké, jy kan het op jouw leven, prima.
3930380	3933380	Ja, oké.
3933380	3939380	Dus, ik weet niet waar je, waar, wat voor dingen je luistert, maar, en sowieso gaat het in die podcast,
3939380	3944380	ook niet over, oh, ik heb een partner, dat is hele jonge, laat ik helemaal geen nummer weer,
3944380	3953380	het zijn van mensen die zelf ondernemen, wat zou het betekenen dat je, oh, je moet je, eh, een partner hebben,
3953380	3956380	wat heeft een partner dat je überhaupt mee te maken?
3956380	3957380	Eh, niks.
3957380	3967380	Het is gewoon iemand wat, het is iemand wat, wat op hetzelfde niet wou, met hart en ziel,
3967380	3973380	en dan, eh, daarin zitten, en als je een relatie hebt, eh, je kan je niet, dan,
3973380	3978380	dit is juist echt nog bijna nooit gebeurd, dat partner samen, ons ondernemen,
3978380	3981380	dat is eerder de uitvoering van de religie.
3981380	3984380	Ja, maar, kan je, kan je meewerken?
3984380	3989380	Ja, maar, ik had, ja, oké.
3989380	3992380	Ja, oké.
3992380	3993380	Ja, ik weet niet.
3993380	4002380	Ja, nou, oké, dat zijn verschillende meningen.
4002380	4007380	om dit te doen, en jouw manier, als jij dit wilt doen, zoals jij dit goed vindt,
4007380	4010380	dat is helemaal, het is helemaal goed.
4010380	4014380	Nee, maar ik heb het gemiddeld, dat vind ik net voor jou, dat je dan dingen moet doen,
4014380	4019380	en dan, bij jou, is het, als je het eender hebt gehoord in een potpast,
4019380	4021380	is het gelijk 100 jaar.
4021380	4025380	En dan, over de wijze moet je ook, maar het is heel groot,
4025380	4029380	en dan, ja, het is gewoon dat je dat dan eender hebt gehoord enzo,
4029380	4032380	maar, het blijft wel leuk.
4032380	4037380	Dus ik vind niet dat ik daarmee, eh, die boek die en toe ofzo,
4037380	4040380	of die 18 lady, die doet het gat gaan zetten.
4040380	4041380	Ja.
4041380	4043380	Dus die doet ons ook nog een partner,
4043380	4045380	ik heb nog nooit aan mannen die niet, eh,
4045380	4047380	maar niet dat je van weet.
4047380	4049380	Of wat?
4049380	4051380	Niet waarvan jy weet.
4053380	4055380	Maar het is prima, als jy dit,
4055380	4058380	jy kan ook, als jy jarenlang ervaring hebt,
4058380	4060380	en jy weet hoe die proces werkt,
4060380	4064380	en, eh, van, van, in jou, in jou expertgebied,
4064380	4066380	ja, dan kan jy dit ook alleen doen.
4066380	4068380	en jy mag ook wel even voortgetek,
4068380	4070380	tel voor dat jy dit samenloopt,
4070380	4072380	en, en dan, of zou jy dan,
4072380	4074380	die eerder die godmins te voorslag?
4074380	4076380	Wel, Mims, voor die voordeel,
4076380	4078380	voor in my, in my jeugdgeval,
4078380	4080380	voor Mims als geval is,
4080380	4082380	als het winkel, eh,
4082380	4085380	zij had een sponsor,
4085380	4088380	en zij kon, zij kon die winkel starten,
4088380	4091380	zij kon haar ideaal nastreven,
4091380	4092380	en, zij kon,
4092380	4095380	ze had niet hoef te stressen over eten,
4095380	4098380	eh, dat er geen geld is voor eten,
4098380	4100380	of dat er, zij had haar,
4100380	4102380	ze had haar onderdak,
4102380	4103380	en, maar,
4103380	4104380	dit is verschillende mensen,
4104380	4105380	is het anders,
4105380	4107380	jij hebt dat behoefte niet.
4107380	4109380	Andere mensen heeft, eh,
4109380	4111380	heeft zelf geld,
4111380	4113380	maar ze hebben een behoefte aan begeleiding,
4113380	4115380	of iemand om mee te sparen,
4115380	4116380	en ervaring,
4116380	4117380	enzovoorts,
4117380	4119380	en, sommige mensen hebben het,
4119380	4120380	en willen het,
4120380	4121380	helemaal zelf doen,
4121380	4122380	ze wil zelf,
4122380	4123380	bij wijze van spreken,
4123380	4125380	berg Everest in hun eigen,
4125380	4126380	met hun,
4126380	4127380	zelf om beklimmen,
4127380	4129380	ze wil hem zelf voorwerken,
4129380	4130380	alle materialen sameneem,
4130380	4132380	ze wil hem met uppie,
4132380	4134380	tot aan die piek van Everest klimmen,
4134380	4136380	geen hulp van niemand.
4136380	4137380	Nou wel,
4137380	4138380	Michiel, ehm,
4138380	4139380	ik denk dat het voor jouw moeder,
4139380	4140380	een moeder,
4140380	4141380	een soort van,
4141380	4143380	deurig geweld,
4143380	4144380	die ligt gewoon,
4144380	4145380	niet meer dat deurig,
4145380	4147380	maar dan,
4147380	4148380	weet je,
4148380	4149380	dat,
4149380	4150380	misschien,
4150380	4151380	jouw vader,
4151380	4152380	een beetje,
4152380	4153380	een zak van haar,
4153380	4154380	en zei,
4154380	4155380	dit is het leukste te doen,
4155380	4156380	maar één,
4156380	4157380	dan dat het echt,
4157380	4158380	weer te zien,
4158380	4159380	oké,
4159380	4160380	weet je,
4160380	4161380	dit is,
4161380	4162380	dat het vaak,
4162380	4163380	in de meeste,
4163380	4164380	een stukje,
4164380	4165380	zo'n nieuwe woorden,
4165380	4166380	en daar ga je,
4166380	4167380	ik weet niet,
4167380	4168380	zo,
4168380	4169380	ik kan het niet helemaal,
4169380	4170380	over hoe je daarover staat,
4170380	4172380	meer dan deuriging,
4172380	4173380	dat het slecht te doen,
4173380	4174380	daarin.
4177380	4178380	Ja.
4178380	4179380	Zo,
4179380	4180380	ik zeg maar zo,
4180380	4181380	zeg maar,
4181380	4182380	een soort van,
4182380	4183380	uit,
4183380	4185380	en ik heb meerdere vrouwen,
4185380	4186380	die gewoon,
4186380	4187380	in die manier,
4187380	4188380	in die manier,
4188380	4189380	in die manier,
4189380	4190380	zei,
4190380	4191380	oh,
4191380	4192380	ik kan,
4192380	4193380	ik kan,
4193380	4194380	ik kan,
4194380	4195380	ik kan beginnen,
4195380	4196380	en dan doen ze dan,
4196380	4197380	eigenlijk,
4197380	4198380	met zelf,
4198380	4199380	de mogelijkheden,
4199380	4200380	van mijn relatie,
4200380	4201380	in die manier,
4201380	4202380	dan is er voorbeeld,
4202380	4203380	dat zijn vrouwen,
4203380	4204380	die hebben dan,
4204380	4205380	bijvoorbeeld,
4205380	4206380	als de kinderen,
4206380	4207380	voor,
4207380	4208380	en die gaan dan,
4208380	4209380	over,
4209380	4210380	nou ja,
4210380	4211380	nu is de tijd,
4211380	4212380	van de kinderen,
4212380	4213380	en de kinderen,
4213380	4214380	en,
4214380	4215380	dat,
4215380	4216380	en dan denk je,
4216380	4217380	eh,
4217380	4219380	dat is toch,
4219380	4220380	iets,
4220380	4221380	anders,
4221380	4223380	dan,
4223380	4224380	als jij,
4224380	4225380	gewoon,
4225380	4226380	er echt van,
4226380	4227380	reden,
4227380	4228380	hebt,
4228380	4229380	als je,
4229380	4230380	op die manier,
4230380	4231380	in de website,
4231380	4232380	zit,
4232380	4233380	als jij,
4233380	4234380	gewoon,
4234380	4235380	dus,
4235380	4236380	daarnaast,
4236380	4237380	ja,
4237380	4238380	dan,
4238380	4239380	kan je ook,
4239380	4240380	heel anders,
4240380	4241380	naar je,
4241380	4242380	onderneming kijken,
4242380	4243380	dan kan je,
4243380	4244380	op een hele andere manier,
4244380	4245380	of,
4245380	4247380	weet je dat allemaal,
4247380	4249380	dan,
4249380	4250380	als je het,
4250380	4251380	gewoon,
4251380	4252380	van nul,
4252380	4253380	zomaar,
4253380	4254380	ze hebben gewoon,
4254380	4255380	geen geld,
4255380	4256380	dus,
4256380	4257380	ehm,
4257380	4258380	dat kan nou,
4258380	4259380	denk ik,
4259380	4260380	nog,
4260380	4261380	nog,
4261380	4262380	maar zo,
4262380	4263380	is gewoon,
4263380	4264380	geen geld.
4264380	4265380	Ja, maar het zijn veel mensen,
4265380	4266380	daarom,
4266380	4267380	veel mensen,
4267380	4268380	zonder geld,
4268380	4269380	die gaan,
4269380	4270380	iets beginnen,
4270380	4271380	wat,
4271380	4272380	als ze in een winkel beginnen,
4272380	4273380	in,
4273380	4274380	iets wat je gaat,
4274380	4275380	inkoop,
4275380	4276380	of verkoop,
4276380	4277380	misschien,
4277380	4279380	mobiele telefoonhoesjes,
4279380	4280380	of,
4280380	4281380	ehm,
4281380	4282380	weet ik veel,
4282380	4283380	zelfs op die markt,
4283380	4284380	die verkoop,
4284380	4285380	iets van alles,
4285380	4286380	die heeft,
4286380	4288380	een mini AliExpress.
4288380	4289380	Ja,
4289380	4290380	goed,
4290380	4292380	maar,
4292380	4294380	dat is bij mij,
4294380	4295380	ik heb natuurlijk niet,
4295380	4296380	een inkoop,
4296380	4297380	dus, eh,
4297380	4300380	toch een voordeel,
4300380	4301380	hoe,
4301380	4302380	aan de dag van de sport,
4302380	4303380	waar ik hier iets wil doen,
4303380	4304380	alleen,
4304380	4305380	ben ik wel afhandelijk,
4305380	4306380	van het inbedrijf,
4306380	4307380	van mensen,
4307380	4308380	jy bent aan,
4308380	4310380	jy zit in die diensting industrie,
4310380	4311380	jy zit in,
4311380	4312380	jy dienst,
4312380	4314380	die service industrie,
4314380	4316380	die service industrie,
4316380	4317380	service,
4317380	4318380	diensting industrie,
4318380	4319380	diensting,
4319380	4320380	diensting,
4320380	4321380	jy verkoop,
4321380	4322380	jy het geen voor,
4322380	4323380	jy het,
4323380	4324380	jy het,
4324380	4325380	jy het,
4325380	4326380	in,
4326380	4327380	jy verkoopt een,
4327380	4328380	jy verkoopt een dienst.
4328380	4329380	Nou,
4329380	4330380	dat is niet,
4330380	4331380	als ik een winkel,
4331380	4332380	zou hebben,
4332380	4333380	dan verkoop ik wel,
4333380	4334380	voorraad.
4334380	4335380	Maar,
4335380	4336380	als ik alleen,
4336380	4337380	ga doen,
4337380	4338380	voor een winkel,
4338380	4339380	met teiling,
4339380	4340380	dan heb ik inderdaad,
4340380	4341380	diensten.
4341380	4343380	Dan verkoop ik verschillende dingen.
4343380	4345380	Als ik kleding wil gaan verkozen,
4345380	4346380	dan,
4346380	4347380	heb ik natuurlijk wel,
4347380	4348380	gewoon,
4348380	4349380	voorraad.
4350380	4351380	Dank je wel?
4351380	4352380	Ja.
4352380	4353380	Dus,
4353380	4354380	ja,
4354380	4355380	ja,
4355380	4356380	ja,
4356380	4357380	ja,
4357380	4358380	dat zouden we een soort van,
4358380	4360380	tevings gaan maken.
4360380	4361380	Ja,
4361380	4362380	of je dit,
4362380	4363380	vol tijds wil gaan doen,
4363380	4364380	en of je dit,
4364380	4365380	eh,
4365380	4366380	ja,
